Gender,Age,Height,Weight,family_history_with_overweight,CH2O,FAF,Obesity
1,26,1.65,105.03,1,3,0,1
0,21,1.75,78.09,1,2,2,1
1,23,1.82,121.25,1,3,1,1
1,25,1.74,93,1,3,3,1
0,26,1.62,105.03,1,2,2,1
0,25,1.67,113.45,1,1,0,1
1,24,1.76,113.23,1,2,1,1
0,26,1.62,111.99,1,3,0,1
1,34,1.75,118,1,2,1,1
0,21,1.64,88.14,1,3,1,1
0,20,1.78,85.32,1,2,1,1
0,39,1.56,76.2,1,2,0,1
1,31,1.91,129.23,1,1,2,1
1,31,1.7,102.87,1,2,1,1
1,31,1.92,129.36,1,2,1,1
1,27,1.83,120.98,1,3,0,1
1,41,1.78,99.53,1,3,1,1
0,41,1.55,79.67,1,3,0,1
0,22,1.66,121.25,1,2,1,1
1,23,1.69,94.81,1,3,1,1
1,29,1.71,99.2,1,1,2,1
0,26,1.61,102.59,1,3,0,1
0,21,1.72,132.94,1,1,2,1
0,19,1.75,133.9,1,3,2,1
0,23,1.7,93,1,1,3,1
1,26,1.65,90,1,3,0,1
1,30,1.7,102.52,1,1,0,1
1,27,1.77,121.28,1,2,1,1
0,27,1.68,90,1,3,1,1
1,37,1.78,100.62,1,3,2,1
0,26,1.59,102.6,1,1,0,1
1,27,1.78,121.2,1,2,1,1
0,40,1.51,79.85,1,1,0,1
0,22,1.68,93.61,1,2,1,1
0,24,1.77,114.16,1,3,0,1
1,22,1.79,114.13,1,2,1,1
1,30,1.76,112.56,1,2,1,1
1,38,1.77,118.13,1,2,0,1
0,37,1.56,77.13,1,2,0,1
0,24,1.69,114.48,1,2,0,1
1,38,1.69,103.03,1,1,2,1
1,18,1.84,125,1,1,1,1
0,26,1.6,104.59,1,3,0,1
0,26,1.62,104.85,1,2,0,1
1,18,1.65,90,1,2,0,1
1,18,1.78,108.9,1,1,0,1
1,23,1.75,96.88,1,3,3,1
1,26,1.93,100,1,1,1,1
1,30,1.77,120.01,1,2,1,1
0,41,1.57,77.05,1,1,0,1
1,31,1.82,121,1,2,2,1
0,22,1.61,82,1,3,1,1
1,21,1.79,120.42,1,2,1,1
1,41,1.75,75,1,2,3,1
1,24,1.77,120.01,1,2,1,1
0,22,1.75,133.57,1,3,2,1
0,18,1.76,133.9,1,3,1,1
1,23,1.75,95.27,1,2,2,1
0,21,1.74,131.53,1,1,2,1
1,26,1.75,118.11,1,2,1,1
0,22,1.75,147.3,1,2,2,1
0,21,1.82,152.37,1,2,1,1
0,19,1.68,133.74,1,3,1,1
1,38,1.76,118.11,1,2,1,1
1,24,1.61,100.62,1,2,2,1
1,25,1.76,114.48,1,3,1,1
1,23,1.78,94.09,1,3,1,1
1,22,1.77,97.35,1,2,0,1
1,21,1.78,106.55,1,2,0,1
0,21,1.6,84,1,3,1,1
1,26,1.77,115.35,1,2,1,1
1,25,1.82,120.86,1,3,1,1
0,18,1.65,82,1,1,1,1
1,23,1.61,82.48,1,2,1,1
0,22,1.76,137.8,1,3,2,1
0,21,1.75,128.15,1,3,1,1
1,31,1.77,123.72,1,2,2,1
1,25,1.76,113.45,1,2,1,1
1,25,1.82,117.38,1,2,1,1
0,44,1.69,83.95,1,3,2,1
1,26,1.85,115.13,1,2,1,1
1,32,1.85,120.08,1,2,2,1
0,39,1.56,80,1,2,2,1
0,18,1.6,80,1,2,1,1
1,21,1.71,103.67,1,2,1,1
0,23,1.65,87.08,1,2,1,1
1,28,1.78,120.01,1,2,1,1
0,26,1.62,104.75,1,1,0,1
1,32,1.85,122.02,1,2,1,1
0,18,1.68,91.5,1,1,1,1
1,27,1.82,120.2,1,3,1,1
1,23,1.77,83,0,3,3,1
0,21,1.68,121.31,1,1,2,1
1,25,1.76,114.1,1,2,1,1
0,25,1.63,109.9,1,2,0,1
1,30,1.76,118.36,1,2,1,1
1,27,1.87,120.79,1,3,2,1
0,26,1.61,105.13,1,3,2,1
1,38,1.76,118.56,1,2,1,1
0,21,1.76,124.95,1,3,1,1
0,26,1.81,110.8,1,3,2,1
1,32,1.66,111.91,1,3,0,1
0,22,1.61,82,1,2,1,1
1,22,1.79,105.97,1,3,1,1
1,25,1.76,115.11,1,2,1,1
1,21,1.84,105,1,2,0,1
1,25,1.75,120.02,1,2,1,1
0,26,1.64,111.96,1,1,0,1
0,26,1.68,112.23,1,2,0,1
1,19,1.82,99.53,1,2,2,1
0,24,1.75,114.48,1,3,1,1
1,23,1.91,122.12,1,2,1,1
1,21,1.72,98.44,1,2,0,1
1,25,1.84,120.99,1,3,2,1
0,19,1.62,82.01,1,2,0,1
1,26,1.83,117.29,1,2,2,1
1,21,1.78,104.77,1,2,0,1
0,38,1.5,80,1,2,0,1
0,25,1.69,113.77,1,2,0,1
0,26,1.66,104.27,1,2,0,1
0,20,1.62,105,1,1,1,1
1,26,1.76,113.45,1,2,0,1
1,41,1.78,98.7,1,2,2,1
0,23,1.64,93.61,1,2,3,1
1,26,1.79,120.15,1,2,2,1
0,21,1.81,151.28,1,2,2,1
0,34,1.56,77.65,1,1,0,1
1,34,1.78,120.81,1,2,1,1
1,25,1.77,114.13,1,2,1,1
0,23,1.71,82.95,1,3,3,1
1,21,1.79,105.8,1,2,0,1
1,21,1.75,118.18,1,2,0,1
0,26,1.64,110.93,1,1,0,1
0,31,1.57,80.01,1,1,1,1
1,19,1.75,96,1,2,0,1
0,26,1.64,110.68,1,3,0,1
1,24,1.73,100,1,2,3,1
0,18,1.75,133.02,1,2,1,1
1,27,1.87,119.84,1,3,1,1
0,38,1.65,85,1,1,1,1
1,26,1.82,122.02,1,2,1,1
0,26,1.63,110.86,1,2,0,1
0,26,1.72,105.45,1,3,0,1
1,28,1.71,103.03,1,2,1,1
0,23,1.77,113.28,1,3,0,1
0,23,1.65,85,1,3,3,1
0,21,1.78,135.35,1,2,2,1
0,26,1.65,104.82,1,3,0,1
1,31,1.78,118.42,1,2,1,1
1,24,1.83,120.86,1,2,1,1
0,26,1.68,104.59,1,2,1,1
1,31,1.82,120.4,1,2,1,1
0,20,1.73,132.05,1,1,2,1
0,18,1.75,133.88,1,3,2,1
1,18,1.75,104,1,2,0,1
1,26,1.79,121,1,3,2,1
1,27,1.72,102.52,1,1,1,1
1,26,1.79,115.46,1,2,1,1
1,23,1.79,105.04,1,2,0,1
0,26,1.64,110.8,1,3,0,1
1,23,1.85,121.24,1,3,2,1
0,26,1.61,102.39,1,1,0,1
0,21,1.65,80,1,1,1,1
0,37,1.53,78.3,1,1,0,1
1,26,1.87,120.01,1,2,1,1
0,26,1.53,111.95,1,3,0,1
1,24,1.76,121.07,1,3,1,1
1,33,1.7,102.41,1,2,1,1
1,18,1.79,108.74,1,2,1,1
0,23,1.65,82,1,2,0,1
1,22,1.72,95,1,3,3,1
0,20,1.74,133.96,1,3,1,1
0,20,1.61,104.97,1,1,1,1
0,26,1.6,110.81,1,3,0,1
1,22,1.71,98.49,1,3,0,1
0,23,1.61,82.53,1,1,0,1
0,18,1.75,133.66,1,2,2,1
0,26,1.63,110.82,1,2,0,1
0,26,1.64,105.5,1,2,0,1
0,18,1.75,133.75,1,3,1,1
0,26,1.63,104.97,1,1,0,1
1,32,1.83,122.14,1,2,1,1
1,23,1.7,89.56,1,2,1,1
1,27,1.75,117.71,1,2,0,1
1,27,1.82,118.28,1,2,1,1
1,27,1.83,122,1,2,1,1
0,21,1.82,153.15,1,3,1,1
1,26,1.78,120.92,1,2,2,1
0,22,1.72,133.95,1,2,1,1
1,23,1.82,106.42,1,3,2,1
0,18,1.8,141.17,1,3,1,1
1,21,1.7,99.86,1,2,0,1
1,24,1.87,121.86,1,2,1,1
0,23,1.75,133.55,1,3,1,1
1,21,1.84,105.14,1,2,1,1
1,30,1.77,120.15,1,2,1,1
1,24,1.75,117.4,1,2,1,1
1,43,1.75,81.92,1,1,1,1
1,40,1.77,119.03,1,3,1,1
0,26,1.64,111.49,1,3,0,1
1,23,1.77,121.83,1,2,0,1
1,21,1.7,98.57,1,2,0,1
1,28,1.79,120.81,1,2,1,1
0,21,1.81,152.57,1,2,2,1
1,28,1.77,112.17,1,2,0,1
0,21,1.68,133.68,1,2,2,1
1,27,1.78,113.15,1,2,1,1
1,17,1.74,99,1,2,2,1
0,18,1.7,90.67,1,2,1,1
0,26,1.62,104.79,1,3,0,1
0,19,1.62,82.91,1,2,0,1
0,21,1.8,152.44,1,2,0,1
1,21,1.61,100,1,3,1,1
1,28,1.91,129.23,1,2,2,1
0,23,1.65,84.85,1,2,1,1
0,25,1.67,104.95,1,2,0,1
1,25,1.76,112.44,1,2,2,1
1,39,1.71,99.2,1,3,1,1
1,24,1.76,119.36,1,3,1,1
0,40,1.65,73,1,3,2,1
1,21,1.62,88,1,3,1,1
0,22,1.75,133.67,1,3,1,1
1,24,1.88,121.04,1,1,1,1
1,30,1.79,120.6,1,3,0,1
1,23,1.77,96.71,1,3,1,1
1,26,1.78,112.44,1,2,0,1
0,26,1.76,104.79,1,1,0,1
1,31,1.87,120.1,1,3,1,1
1,31,1.85,120.98,1,2,1,1
1,23,1.71,102.82,1,2,0,1
0,22,1.74,83,1,3,2,1
0,18,1.64,80,1,2,1,1
1,23,1.84,121.31,1,2,1,1
0,26,1.68,111.57,1,2,0,1
1,28,1.75,120,1,2,2,1
1,30,1.85,118.27,1,2,1,1
0,21,1.6,88,1,3,3,1
0,26,1.82,105.04,1,3,0,1
0,18,1.62,86.14,1,2,1,1
0,25,1.63,110.97,1,3,0,1
1,25,1.76,118.21,1,2,1,1
1,18,1.85,90,1,2,1,1
0,21,1.74,125.12,1,2,1,1
1,23,1.69,90,1,2,0,1
0,23,1.61,82.6,1,2,1,1
0,21,1.77,133.17,1,2,2,1
0,18,1.74,133.02,1,3,1,1
0,26,1.67,104.99,1,1,0,1
1,30,1.67,101.63,1,1,1,1
1,28,1.88,120.79,1,3,2,1
1,25,1.83,121,1,3,2,1
0,20,1.76,133.68,1,3,2,1
1,31,1.78,121.25,1,3,1,1
1,21,1.66,99.79,1,2,2,1
1,27,1.7,98.54,1,3,0,1
0,20,1.74,130.87,1,2,2,1
1,25,1.76,117.79,1,2,2,1
0,38,1.56,75,1,1,0,1
1,22,1.71,82,1,2,0,1
1,17,1.76,97,0,2,2,1
1,30,1.85,123.72,1,2,1,1
0,22,1.7,132.26,1,2,1,1
1,21,1.7,103.71,1,2,1,1
1,31,1.77,120.78,1,2,0,1
1,24,1.6,100.85,1,1,2,1
0,19,1.74,133.67,1,3,1,1
0,26,1.67,110.8,1,3,0,1
0,26,1.67,111.94,1,3,0,1
1,30,1.76,109.35,1,1,1,1
1,25,1.71,102.36,1,1,2,1
1,24,1.71,102.91,1,1,0,1
1,31,1.71,102.58,1,1,1,1
1,23,1.83,114,1,3,1,1
1,31,1.85,126.8,1,2,1,1
1,31,1.83,129.97,1,2,1,1
1,33,1.7,102.81,1,1,2,1
1,25,1.69,99.62,1,2,1,1
0,18,1.75,133.17,1,3,1,1
1,40,1.79,108.02,1,3,1,1
1,22,1.85,105.14,1,3,0,1
1,30,1.77,112.23,1,2,1,1
1,31,1.79,112.01,1,2,0,1
0,19,1.79,142.1,1,2,2,1
1,28,1.78,112.1,1,2,1,1
1,26,1.83,121,0,2,1,1
0,22,1.63,82,1,3,2,1
0,22,1.75,131.34,1,1,1,1
1,22,1.7,100.62,1,2,0,1
0,38,1.51,79.47,1,1,0,1
0,19,1.74,132.12,1,3,2,1
0,24,1.65,113.77,1,3,0,1
0,26,1.61,105.03,1,2,0,1
1,27,1.83,118.3,1,2,1,1
1,33,1.77,102.21,1,1,2,1
0,18,1.77,137.86,1,3,1,1
0,26,1.8,105.5,1,2,0,1
1,23,1.86,105,1,2,0,1
0,22,1.72,130.99,1,1,2,1
0,19,1.76,133.47,1,3,2,1
1,41,1.75,109.89,1,1,1,1
1,30,1.78,109,1,1,2,1
0,44,1.64,86.75,1,2,0,1
0,22,1.65,133.95,1,3,1,1
0,21,1.73,132.94,1,3,2,1
1,32,1.71,101.07,1,2,1,1
1,25,1.84,120.64,1,2,2,1
0,19,1.75,133.78,1,3,1,1
1,23,1.65,93.8,1,1,0,1
0,20,1.63,84,1,3,1,1
1,24,1.79,120.92,1,3,1,1
0,23,1.62,82.59,1,1,1,1
1,24,1.85,100,1,1,1,1
1,25,1.79,101.63,1,1,1,1
1,25,1.75,112,1,2,0,1
0,19,1.73,131.53,1,1,2,1
0,26,1.59,102.78,1,2,0,1
1,31,1.75,118.15,1,2,1,1
1,30,1.76,112.01,1,2,1,1
1,23,1.76,119.09,1,2,2,1
1,24,1.61,100.64,1,1,1,1
1,31,1.7,105.04,1,3,2,1
0,23,1.61,83.52,1,3,0,1
1,25,1.72,112.88,1,2,1,1
1,26,1.77,114.07,1,2,1,1
0,23,1.57,79,1,3,2,1
1,27,1.77,112.84,1,2,1,1
0,22,1.75,133.62,1,2,1,1
1,31,1.85,125.08,1,2,1,1
1,23,1.76,119.08,1,2,1,1
1,26,1.71,102.08,1,1,1,1
0,23,1.67,83.79,1,3,0,1
1,24,1.79,116.31,1,2,1,1
0,21,1.72,131.57,1,3,2,1
1,23,1.87,121.24,1,2,1,1
0,21,1.73,133.9,1,3,1,1
0,37,1.66,80,1,1,1,1
0,18,1.59,83.02,1,1,1,1
1,26,1.82,116.16,1,2,1,1
1,35,1.7,96.71,1,3,2,1
0,21,1.77,128.11,1,3,2,1
1,27,1.75,112,1,2,0,1
0,19,1.74,111.92,1,3,0,1
1,26,1.66,102.78,1,1,1,1
0,26,1.68,104.59,1,1,0,1
1,23,1.71,99.2,1,2,0,1
0,26,1.68,104.95,1,2,0,1
0,21,1.77,133.47,1,2,2,1
1,18,1.83,108.93,1,2,1,1
1,24,1.83,97.59,1,2,1,1
1,18,1.82,108.25,1,3,1,1
1,22,1.7,80,1,3,3,1
1,23,1.76,116.31,1,2,0,1
0,20,1.65,88.68,1,3,1,1
0,26,1.62,102.56,1,2,0,1
1,24,1.82,118.57,1,2,2,1
1,23,1.84,97.59,1,2,2,1
1,25,1.76,115.38,1,2,1,1
1,29,1.83,118.42,1,2,1,1
1,30,1.86,123.72,1,2,1,1
0,23,1.64,82,1,3,1,1
1,18,1.78,108.24,1,3,2,1
1,31,1.67,101.54,1,1,2,1
1,23,1.87,121.74,1,2,1,1
1,21,1.64,103.19,1,1,2,1
1,40,1.76,115.13,1,2,2,1
1,32,1.76,116.31,1,2,1,1
0,26,1.63,104.82,1,1,0,1
1,26,1.76,117.38,1,2,1,1
1,37,1.76,98.91,1,3,2,1
0,21,1.75,133.8,1,3,1,1
1,19,1.8,105,1,3,2,1
0,40,1.56,79.68,1,2,0,1
0,26,1.64,104.19,1,1,0,1
1,33,1.77,102.52,1,1,2,1
0,21,1.78,137.86,1,3,2,1
1,27,1.79,120.64,1,2,2,1
1,24,1.87,121.83,1,2,1,1
1,23,1.79,116.89,1,2,1,1
1,21,1.83,114,1,3,1,1
1,31,1.82,120.99,1,2,0,1
0,18,1.6,83,1,1,1,1
1,28,1.77,113.09,1,2,2,1
0,39,1.56,77.6,1,2,0,1
0,22,1.74,144.3,1,2,1,1
0,26,1.66,105,1,1,2,1
1,23,1.63,82.64,1,2,1,1
0,26,1.57,77.97,1,3,0,1
1,25,1.83,120.55,1,2,2,1
1,23,1.75,117.71,1,2,1,1
0,23,1.6,84,1,2,0,1
0,26,1.62,112.88,1,3,0,1
0,26,1.66,112.88,1,3,0,1
1,23,1.78,119.21,1,2,2,1
0,19,1.52,42,1,1,0,1
1,32,1.75,118.33,1,1,1,1
0,23,1.64,88.68,1,3,0,1
0,22,1.61,82.53,1,2,1,1
0,26,1.66,104.85,1,2,0,1
1,33,1.71,102.52,1,1,2,1
1,40,1.76,119.21,1,2,1,1
1,32,1.75,125.12,1,1,0,1
0,26,1.66,111.28,1,3,0,1
0,26,1.63,104.83,1,1,0,1
1,32,1.75,118.44,1,2,1,1
1,31,1.76,118.4,1,2,1,1
1,21,1.87,105.01,1,2,1,1
1,24,1.61,99.2,1,1,1,1
1,23,1.74,96.94,1,2,2,1
0,38,1.51,76.2,1,3,0,1
0,26,1.6,111.93,1,3,0,1
1,31,1.84,123.72,1,2,1,1
1,22,1.72,94.09,1,2,2,1
1,31,1.76,118.13,1,2,1,1
0,26,1.64,110.17,1,3,2,1
1,31,1.83,127.51,1,1,2,1
0,26,1.61,110.09,1,2,1,1
0,26,1.58,78,1,2,0,1
1,28,1.83,120.34,1,3,0,1
1,21,1.65,96.02,1,2,0,1
1,25,1.76,113.08,1,2,1,1
1,20,1.7,102.09,1,1,0,1
0,18,1.81,141.17,1,2,2,1
0,26,1.6,102,1,1,0,1
1,25,1.77,113.08,1,2,2,1
0,26,1.66,104.95,1,2,0,1
0,26,1.71,102.52,1,1,2,1
1,27,1.79,106.45,1,2,2,1
1,32,1.7,102.92,1,1,1,1
0,22,1.72,132.29,1,2,2,1
1,27,1.79,120.15,1,2,1,1
0,20,1.8,160.94,1,2,2,1
1,22,1.78,98,1,3,3,1
1,30,1.68,89.99,1,2,1,1
1,40,1.56,77.6,1,1,0,1
1,33,1.7,103.57,1,1,1,1
1,26,1.76,112.88,1,2,0,1
0,23,1.69,114.47,1,3,0,1
0,26,1.64,111.84,1,2,1,1
1,33,1.9,99,1,1,0,1
1,31,1.78,128.87,1,1,1,1
1,18,1.78,108,0,3,1,1
0,19,1.57,80.09,1,2,2,1
0,26,1.64,111.36,1,3,0,1
0,23,1.82,86.24,1,2,1,1
0,26,1.63,110.07,1,2,0,1
0,26,1.62,110.71,1,1,0,1
1,23,1.85,121.86,1,1,1,1
1,32,1.89,125.03,1,2,1,1
0,26,1.67,102.31,1,1,0,1
1,23,1.78,120.15,1,2,1,1
0,18,1.75,133.85,1,3,2,1
0,26,1.62,104.57,1,3,0,1
0,26,1.74,111.86,1,3,0,1
1,20,1.79,103.59,1,2,3,1
0,23,1.64,82.21,1,3,1,1
0,25,1.68,110.92,1,1,1,1
1,26,1.83,113.15,1,2,1,1
0,41,1.57,80.38,1,2,0,1
1,31,1.76,121,1,3,1,1
0,26,1.64,111.96,1,2,0,1
1,26,1.87,121.25,1,3,1,1
1,39,1.8,118.33,1,2,2,1
0,29,1.6,78,1,1,0,1
0,44,1.57,77.35,1,2,0,1
0,26,1.6,105.45,1,3,0,1
1,31,1.75,118.03,1,2,1,1
0,26,1.62,110.17,1,3,1,1
0,18,1.65,83,1,1,1,1
0,26,1.62,110.11,1,1,0,1
1,24,1.85,117.29,1,2,2,1
0,23,1.66,122.33,1,2,0,1
1,32,1.85,121,1,3,2,1
1,25,1.76,113.23,1,2,2,1
0,26,1.63,105.04,1,2,0,1
0,33,1.59,77,1,2,0,1
1,31,1.88,120.21,1,2,1,1
0,22,1.62,82.04,1,3,0,1
1,30,1.88,128.26,1,2,1,1
1,23,1.6,84,1,1,0,1
0,26,1.62,110.22,1,2,0,1
1,23,1.76,117.47,1,2,2,1
1,39,1.76,119.2,1,2,0,1
1,21,1.74,95,1,3,2,1
1,23,1.69,82.04,1,3,0,1
1,21,1.65,98,1,2,1,1
1,22,1.79,106.42,1,2,1,1
1,25,1.85,121.28,1,2,1,1
1,35,1.82,105.14,1,2,0,1
0,34,1.67,77.21,1,2,1,1
1,35,1.75,118.1,1,2,1,1
1,22,1.78,106.49,1,3,1,1
1,22,1.84,122.12,1,2,1,1
1,18,1.85,90,1,3,2,1
1,23,1.87,121.42,1,2,1,1
1,24,1.79,118.57,1,2,1,1
0,26,1.63,111.89,1,3,2,1
0,19,1.79,133.74,1,3,2,1
1,37,1.68,90,1,3,0,1
1,18,1.81,104.59,1,2,1,1
1,23,1.87,121.07,1,3,2,1
1,31,1.91,129.01,1,2,1,1
1,21,1.74,96.88,1,1,2,1
1,23,1.74,96,1,3,3,1
0,23,1.63,82.97,1,2,0,1
0,25,1.64,109.89,1,2,0,1
1,23,1.82,121.28,1,2,1,1
1,31,1.82,120.21,1,2,1,1
1,22,1.67,94.45,1,1,0,1
1,23,1.87,121.46,1,3,1,1
0,23,1.6,84,1,3,3,1
0,20,1.68,125.42,1,1,1,1
1,33,1.78,102.09,1,2,2,1
1,28,1.83,109.91,1,1,1,1
0,21,1.8,121.66,1,1,1,1
1,23,1.85,121.14,1,1,1,1
1,26,1.76,114.13,1,2,2,1
1,18,1.75,112.1,1,2,0,1
0,26,1.62,104.83,1,3,0,1
1,23,1.86,121.21,1,2,1,1
1,28,1.83,121.89,1,3,2,1
1,23,1.87,121.89,1,1,1,1
1,29,1.72,107.11,1,1,1,1
1,23,1.67,119.19,1,2,1,1
0,19,1.57,80,1,1,1,1
0,21,1.75,133.57,1,1,2,1
1,23,1.85,121.64,1,2,1,1
0,39,1.58,80,1,1,0,1
0,26,1.72,104.79,1,2,0,1
0,26,1.66,104.79,1,1,0,1
0,23,1.62,83.1,1,3,1,1
1,31,1.7,103.02,1,2,2,1
0,22,1.75,133.48,1,3,1,1
1,31,1.79,112.28,1,2,0,1
0,19,1.72,133.64,1,3,1,1
1,20,1.78,105,1,2,0,1
1,24,1.83,119.09,1,2,1,1
0,23,1.63,84,1,3,2,1
1,18,1.81,108.93,1,3,0,1
0,26,1.62,109.91,1,1,0,1
0,22,1.75,133.62,1,3,2,1
1,21,1.8,116.59,1,2,0,1
0,38,1.54,78,1,2,0,1
0,22,1.71,131.41,1,2,2,1
0,26,1.57,102.56,1,1,0,1
1,25,1.81,105.41,1,2,0,1
1,24,1.76,114.13,1,2,2,1
1,18,1.76,112.01,1,1,1,1
1,25,1.7,100.62,1,1,1,1
0,23,1.74,133.37,1,3,1,1
1,18,1.8,108.74,1,2,1,1
1,23,1.82,121.74,1,1,1,1
0,26,1.62,111.49,1,2,0,1
0,26,1.6,104.76,1,3,0,1
1,31,1.77,120,1,3,1,1
0,30,1.66,125,1,1,1,1
1,30,1.78,120.78,1,3,1,1
1,31,1.66,118.4,1,2,1,1
0,38,1.54,77.43,1,2,1,1
0,21,1.74,133.8,1,3,2,1
1,23,1.78,105.06,1,3,2,1
1,28,1.78,97.58,1,1,2,1
0,41,1.5,80,1,1,0,1
1,25,1.84,117.57,1,2,1,1
1,25,1.86,112.1,1,2,1,1
1,22,1.76,116.31,1,2,2,1
1,24,1.77,121.21,1,3,0,1
1,23,1.76,119.2,1,2,1,1
0,22,1.73,132.9,1,2,2,1
0,18,1.65,90,1,1,1,1
0,18,1.76,133.9,1,3,2,1
1,31,1.77,118.56,1,2,0,1
0,25,1.68,104.85,1,2,0,1
0,26,1.7,110.07,1,3,0,1
1,27,1.81,120.81,1,2,1,1
0,37,1.57,76.66,1,1,0,1
1,23,1.8,96.74,1,2,2,1
0,23,1.63,82.53,1,3,1,1
1,23,1.75,87.68,1,2,3,1
1,21,1.7,100.43,1,1,1,1
0,18,1.74,133.17,1,3,1,1
1,32,1.7,101.63,1,1,2,1
1,31,1.82,119.37,1,2,2,1
0,20,1.75,128.15,1,1,0,1
1,30,1.91,129.99,1,2,1,1
1,25,1.76,112.09,1,2,2,1
1,23,1.73,95,0,3,2,1
1,29,1.78,104.19,1,1,1,1
0,16,1.69,82,1,2,0,1
0,37,1.59,80,1,2,0,1
0,26,1.61,104.93,1,1,0,1
1,30,1.78,100.62,1,1,0,1
1,41,1.75,109.41,1,2,0,1
1,28,1.77,120.21,1,3,1,1
0,22,1.66,121.21,1,1,1,1
1,19,1.72,97.97,1,3,2,1
1,21,1.69,128.86,1,2,2,1
1,25,1.75,112.28,1,2,1,1
0,26,1.61,104.93,1,2,0,1
0,19,1.8,142.56,1,2,2,1
0,22,1.81,160.64,1,2,0,1
1,27,1.75,120.42,1,3,1,1
1,31,1.83,120.86,1,2,1,1
0,21,1.74,133.48,1,2,1,1
0,26,1.59,111.57,1,3,0,1
1,26,1.79,115.35,1,2,2,1
1,27,1.77,120.34,1,2,2,1
0,26,1.64,107.01,1,3,0,1
0,21,1.73,131.04,1,1,1,1
1,25,1.84,120.42,1,3,2,1
1,33,1.7,103.65,1,1,1,1
1,21,1.7,103.74,1,1,2,1
1,18,1.67,90,1,2,1,1
1,24,1.69,97.59,1,1,0,1
1,26,1.79,119.09,1,2,2,1
1,27,1.85,120.82,1,3,1,1
0,22,1.6,82.97,1,3,3,1
1,41,1.75,118,1,2,2,1
1,41,1.8,90,1,2,2,1
0,26,1.62,102.81,1,1,0,1
1,33,1.7,103.03,1,1,1,1
1,30,1.77,118.33,1,2,1,1
0,26,1.62,102.31,1,1,0,1
1,31,1.7,102.85,1,2,1,1
1,30,1.85,122.06,1,2,1,1
0,26,1.61,102.23,1,1,0,1
1,17,1.7,99,1,2,1,1
1,24,1.74,119.09,1,3,2,1
0,26,1.67,111.89,1,3,0,1
0,26,1.56,111.84,1,3,0,1
1,26,1.78,102.36,1,1,1,1
1,37,1.86,117.86,1,2,3,1
1,24,1.76,119.49,1,2,1,1
0,23,1.65,86.64,1,2,0,1
0,37,1.65,80,1,2,1,1
1,26,1.79,114.51,1,2,1,1
1,27,1.76,118.38,1,2,1,1
0,22,1.75,133.89,1,3,2,1
1,23,1.83,121.84,1,3,2,1
0,21,1.69,132.12,1,1,1,1
1,39,1.75,99.53,1,2,3,1
1,23,1.71,95.27,1,2,2,1
0,21,1.72,133.96,1,3,2,1
1,21,1.78,115.46,1,3,2,1
1,30,1.78,103,1,1,0,1
0,26,1.62,104.3,1,1,0,1
0,38,1.62,79.84,1,1,0,1
0,23,1.65,80,1,3,3,1
0,40,1.56,80.94,1,2,0,1
1,37,1.76,118.53,1,2,1,1
1,23,1.78,116.89,1,3,1,1
1,21,1.79,104.84,1,1,1,1
0,21,1.73,134.84,1,2,2,1
1,25,1.84,118.38,1,3,1,1
0,23,1.58,77.27,1,3,0,1
0,26,1.62,105.41,1,3,0,1
1,23,1.83,121.84,1,2,1,1
1,31,1.84,125.42,1,1,1,1
1,33,1.62,102.13,1,1,2,1
0,25,1.63,111.95,1,1,2,1
1,23,1.74,95,1,2,2,1
1,28,1.77,112.78,1,2,0,1
0,21,1.74,133.62,1,3,1,1
1,31,1.61,102.32,1,1,1,1
1,30,1.75,102.82,1,1,0,1
0,22,1.74,134.84,1,3,1,1
1,23,1.84,97,1,3,3,1
1,25,1.85,117.63,1,2,2,1
1,24,1.61,100.62,1,1,1,1
0,20,1.81,138.14,1,3,2,1
1,30,1.78,120.15,1,2,2,1
0,24,1.67,113.23,1,2,0,1
1,24,1.78,120.81,1,3,1,1
1,30,1.83,119.03,1,2,2,1
1,18,1.84,108.72,1,2,1,1
0,21,1.75,133.89,1,3,1,1
0,19,1.77,133.69,1,3,1,1
1,19,1.78,105,1,3,1,1
1,24,1.89,121.07,1,3,1,1
1,20,1.62,103.25,1,1,0,1
1,29,1.7,102.58,1,1,1,1
1,31,1.78,120.15,1,3,2,1
0,23,1.76,133.85,1,3,1,1
0,26,1.6,105.06,1,3,0,1
1,25,1.83,118.38,1,2,1,1
0,23,1.62,82.04,1,3,2,1
1,23,1.72,106.33,1,2,0,1
1,23,1.74,97.92,1,3,3,1
1,30,1.85,129.99,1,2,2,1
1,18,1.71,95,1,2,2,1
1,18,1.8,107.01,1,3,1,1
1,30,1.79,109.91,1,2,1,1
0,21,1.69,129.77,1,2,1,1
0,18,1.83,152.72,1,2,2,1
1,21,1.86,96.37,1,3,2,1
0,23,1.6,84,1,2,3,1
1,24,1.8,120.21,1,3,2,1
1,22,1.77,105,1,3,1,1
0,22,1.74,133.04,1,2,1,1
1,30,1.91,129.97,1,1,1,1
0,23,1.61,82.48,1,1,0,1
1,34,1.7,103.02,1,1,0,1
0,21,1.74,133.64,1,3,1,1
1,26,1.85,117.57,1,2,1,1
0,22,1.75,135.35,1,2,2,1
0,38,1.59,79.17,1,1,0,1
1,24,1.82,105.43,1,3,1,1
0,39,1.61,80,1,1,0,1
0,26,1.63,110.55,1,3,0,1
